life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
73.36,9.12,14.81,26290.21,0.7906,High
68.17,8.57,9.08,6696.87,0.6325,Medium
69.06,6.26,9.04,3338.49,0.5687,Medium
54.19,1.88,7.26,888.46,0.358,Low
76.87,10.22,11.26,11859.2,0.7444,High
47.32,4.32,8.8,1674.9,0.4112,Low
49.59,2.08,10.12,1254.54,0.3935,Low
64.29,5.78,8.35,7572.26,0.574,Medium
59.84,2.11,6.65,2409.93,0.422,Low
52.72,2.95,8.7,400.14,0.3298,Low
70.72,4.25,11.13,2739.83,0.5603,Medium
53.65,2.18,6.88,1233.09,0.3728,Low
72.52,10.89,12.55,20125.29,0.7724,High
72.44,10.59,10.97,29539.55,0.7697,High
63.79,5.53,11.51,10511.34,0.6205,Medium
57.99,3.53,9.26,2114.81,0.4657,Low
49.15,3.01,8.23,2078.34,0.4074,Low
66.36,4.11,10.69,10982.94,0.6033,Medium
84.74,13.53,16.09,41267.52,0.9336,Very High
63.26,6.22,9.41,7878.18,0.5904,Medium
74.79,9.32,13.53,14268.61,0.7568,High
69.44,10.95,11.28,32928.81,0.7673,High
68.07,7.17,15.67,21290.72,0.7392,High
79.39,14.9,13.32,58840.42,0.9137,Very High
83.44,11.27,13.15,62824.97,0.8896,Very High
56.18,2.37,4.92,1910.75,0.3769,Low
75.95,11.11,16.45,44212.04,0.8685,Very High
73.78,8.92,12.22,31105.15,0.7701,High
50.59,2.1,7.63,1822.01,0.3874,Low
48.52,2.78,4.27,3139.04,0.3641,Low
68.02,5.93,11.17,4412.34,0.5988,Medium
77.13,10.68,14.88,37804.22,0.8463,Very High
74.48,8.73,11.31,29756.6,0.7586,High
60.05,6.92,10.33,4607.8,0.5693,Medium
45.99,3.64,8.94,1152.6,0.3793,Low
77.18,11.14,14.49,46677.64,0.8583,Very High
49.08,4.34,5.81,1495.76,0.3826,Low
55.35,5.1,8.52,3508.33,0.4916,Low
76.18,14.56,17.3,67885.23,0.9369,Very High
79.24,13.26,18.07,71690.42,0.9483,Very High
54.89,1.43,5.41,3245.68,0.3822,Low
69.03,5.12,8.85,7195.54,0.5876,Medium
64.02,3.9,11.9,8837.43,0.5955,Medium
59.02,6.63,7.35,5795.56,0.539,Low
73.36,11.22,13.75,15886.89,0.7803,High
67.82,6.46,12.3,7308.79,0.6428,Medium
68.54,8.02,13.35,17385.96,0.7188,High
73.78,9.41,15.42,16405.44,0.7792,High
61.55,2.61,5.52,1509.95,0.398,Low
50.53,2.36,5.35,2953.51,0.3794,Low
54.88,5.9,4.16,2087.53,0.4252,Low
56.74,3.95,5.98,2736.3,0.4382,Low
58.74,4.64,8.47,11387.39,0.5498,Low
64.17,7.66,11.16,2984.04,0.582,Medium
66.77,5.97,10.06,9420.79,0.6183,Medium
68.94,8.06,9.05,7417.04,0.6339,Medium
78.94,14.77,14.13,70638.51,0.9265,Very High
71.38,10.91,12.8,22509.09,0.7749,High
81.11,14.39,14.42,55184.97,0.9241,Very High
47.06,3.55,8.78,2485.84,0.4183,Low
77.55,10.74,17.26,34914.49,0.8688,Very High
65.35,5.41,9.57,9455.87,0.5981,Medium
68.37,11.01,12.83,22480.26,0.7607,High
59.85,4.17,11.47,4885.51,0.5482,Low
59.79,3.31,5.86,2948.26,0.4406,Low
64.81,8.06,11.9,10439.3,0.662,Medium
70.68,8.88,14.6,27303.21,0.7739,High
67.8,6.13,9.17,8824.56,0.6113,Medium
79.51,13.82,15.82,68856.52,0.9335,Very High
76.39,11.0,16.12,72418.46,0.8891,Very High
53.97,1.48,5.82,416.47,0.2876,Low
82.39,10.93,17.06,48969.24,0.9096,Very High
76.39,10.09,11.74,29340.68,0.7901,High
82.34,12.16,16.87,33942.02,0.9035,Very High
73.27,11.65,12.48,13706.25,0.7651,High
69.2,5.06,11.06,9738.6,0.6293,Medium
55.67,5.13,7.46,2915.01,0.4728,Low
68.81,9.62,14.34,30513.8,0.7756,High
48.59,4.85,6.19,1612.28,0.395,Low
69.5,8.91,12.97,16002.95,0.7267,High
65.6,4.75,9.59,8640.74,0.5855,Medium
60.37,4.28,4.37,597.03,0.3537,Low
82.46,13.94,16.84,31896.49,0.9206,Very High
60.5,8.8,9.45,4311.17,0.5818,Medium
65.3,6.61,6.41,8475.76,0.5711,Medium
62.27,3.82,10.44,9321.51,0.5708,Medium
70.56,7.46,12.84,11200.78,0.695,Medium
60.93,5.95,8.9,4498.07,0.5444,Low
55.01,3.24,7.48,819.25,0.378,Low
57.72,4.35,9.42,6070.16,0.527,Low
64.25,7.86,9.07,3054.69,0.5654,Medium
70.61,4.63,9.51,5088.68,0.5784,Medium
74.7,10.09,14.26,11353.93,0.7609,High
71.93,7.46,11.31,26016.99,0.7229,High
54.0,2.07,7.38,721.27,0.3497,Low
46.21,2.45,7.32,866.19,0.3346,Low
74.74,8.83,12.22,24356.54,0.7623,High
44.82,1.5,7.36,887.69,0.3176,Low
77.95,11.87,15.13,73122.74,0.8982,Very High
44.19,4.63,8.02,1623.99,0.3895,Low
64.28,6.95,10.84,8573.59,0.6248,Medium
49.07,4.86,6.19,1442.3,0.3919,Low
77.88,12.81,17.19,31090.23,0.8872,Very High
62.27,4.83,11.29,2542.49,0.5323,Low
57.33,4.25,4.56,635.18,0.3505,Low
85.08,10.1,16.21,45551.07,0.8994,Very High
74.89,15.0,14.73,31656.7,0.874,Very High
83.3,11.78,14.7,41113.87,0.8918,Very High
51.19,2.04,4.93,2643.63,0.365,Low
79.47,10.99,17.09,41312.34,0.888,Very High
47.41,0.99,7.89,2256.42,0.3686,Low
63.79,3.0,7.59,360.28,0.3435,Low
81.24,10.95,17.8,36614.17,0.8972,Very High
74.15,8.76,11.69,27894.53,0.7589,High
82.98,13.03,15.81,51478.66,0.9276,Very High
76.03,5.62,14.38,14028.35,0.7228,High
77.1,11.79,14.13,17693.83,0.8141,Very High
81.64,12.65,16.8,48708.1,0.9234,Very High
56.71,4.89,5.21,3530.53,0.454,Low
71.13,10.62,13.8,28799.43,0.7916,High
76.38,10.38,14.46,58667.4,0.8548,Very High
66.86,6.62,10.76,4792.13,0.6027,Medium
84.0,11.95,16.67,40811.23,0.9166,Very High
76.38,13.35,16.6,33291.53,0.8835,Very High
65.33,5.26,11.58,9487.61,0.6201,Medium
53.78,1.75,8.54,2888.79,0.4272,Low
53.48,3.67,5.47,1073.76,0.37,Low
60.23,1.47,5.54,2801.46,0.3983,Low
68.21,8.48,13.92,9530.93,0.6992,Medium
67.3,3.12,11.13,9405.42,0.591,Medium
62.44,5.58,11.25,7224.32,0.5947,Medium
55.53,3.53,8.89,1973.56,0.4478,Low
68.46,7.0,9.7,2556.12,0.5683,Medium
54.97,5.14,8.94,2895.36,0.4859,Low
84.39,12.58,16.98,38400.36,0.9257,Very High
81.02,11.04,15.0,69602.68,0.8997,Very High
65.61,6.35,11.75,9364.74,0.6374,Medium
82.71,10.86,16.78,51873.88,0.9103,Very High
63.0,5.6,9.98,3503.75,0.5484,Low
70.68,10.06,13.27,9673.33,0.7237,High
59.68,4.73,12.63,11161.52,0.6048,Medium
70.99,10.92,11.57,16136.8,0.7446,High
72.72,9.05,11.4,30556.92,0.7568,High
79.06,13.9,14.74,73904.64,0.9249,Very High
56.18,2.1,7.57,2800.11,0.4282,Low
65.21,4.63,9.28,5710.34,0.5594,Medium
61.47,6.86,9.62,7731.35,0.5924,Medium
49.25,2.21,5.43,2866.01,0.3714,Low
60.42,6.33,9.67,9159.09,0.5883,Medium
62.67,7.09,10.79,9386.95,0.6227,Medium
52.88,2.74,4.84,1778.12,0.3675,Low
59.6,6.51,9.37,4723.49,0.5532,Medium
75.16,10.59,12.37,28645.1,0.7964,High
60.68,6.52,9.56,11109.94,0.5991,Medium
71.53,9.0,12.18,13676.64,0.7218,High
81.21,14.79,15.17,36745.77,0.9159,Very High
80.54,11.97,16.13,39243.53,0.8928,Very High
67.47,4.46,10.32,9013.22,0.6002,Medium
61.92,4.02,7.93,2676.17,0.4842,Low
81.08,12.45,15.94,76272.36,0.9306,Very High
56.78,7.03,9.92,6514.78,0.5667,Medium
81.49,15.0,17.36,61039.46,0.9656,Very High
80.89,14.78,14.3,68418.73,0.9368,Very High
77.43,9.75,13.52,63182.2,0.8448,Very High
77.73,7.46,14.46,34704.65,0.7992,High
66.13,5.08,8.43,9549.3,0.582,Medium
73.75,11.61,12.02,10531.82,0.7485,High
80.77,13.08,17.64,47197.82,0.9303,Very High
74.08,10.06,16.16,59246.15,0.8569,Very High
65.76,6.68,11.73,10535.45,0.6477,Medium
56.11,2.05,4.46,1006.36,0.3338,Low
45.95,4.32,7.02,1209.22,0.3707,Low
63.93,8.5,10.12,9614.59,0.6407,Medium
73.1,8.27,10.85,14182.67,0.7066,High
71.24,11.21,11.32,12098.08,0.7325,High
54.79,4.03,3.95,2691.93,0.402,Low
75.25,10.44,13.72,17174.69,0.784,High
76.23,13.17,16.02,74083.74,0.9138,Very High
72.94,9.44,17.06,58052.86,0.8515,Very High
74.28,7.39,14.5,19098.16,0.7548,High
62.95,4.38,11.52,5905.41,0.5745,Medium
74.11,10.9,11.91,27991.6,0.7893,High
54.83,4.06,6.04,2463.29,0.4283,Low
62.3,6.29,8.94,2836.12,0.532,Low
82.67,14.28,16.79,34895.67,0.9297,Very High
83.03,11.7,16.13,60862.23,0.9232,Very High
75.72,10.61,16.32,40447.21,0.856,Very High
62.09,2.07,7.84,778.03,0.3861,Low
63.47,4.96,11.09,10771.76,0.607,Medium
62.04,4.67,8.52,6761.54,0.5447,Low
74.13,11.54,15.67,31110.85,0.8396,Very High
77.14,9.4,14.54,31107.59,0.8177,Very High
61.5,2.78,8.19,1658.47,0.4426,Low
77.15,9.23,13.74,17511.9,0.7791,High
69.47,7.28,11.55,25181.4,0.7102,High
63.25,4.53,8.54,4604.85,0.5308,Low
48.67,2.47,5.93,1851.48,0.3636,Low
58.93,7.02,9.58,9669.52,0.5913,Medium
81.97,10.04,15.66,50898.56,0.884,Very High
61.37,5.27,8.99,5814.21,0.5497,Low
71.42,10.2,11.55,12476.63,0.725,High
72.02,8.23,10.12,3816.45,0.6253,Medium
56.67,8.08,9.48,3633.8,0.5463,Low
54.37,4.26,7.36,3021.78,0.4551,Low
80.26,10.74,17.18,75580.55,0.9182,Very High
84.33,14.27,17.04,44740.42,0.9531,Very High
57.16,2.03,4.69,2085.52,0.373,Low
60.94,7.44,9.43,10234.33,0.6077,Medium
58.35,6.32,8.94,7132.33,0.5589,Medium
79.44,12.17,15.55,61214.02,0.9055,Very High
67.23,4.21,9.9,4931.24,0.5623,Medium
59.63,3.03,8.21,2754.68,0.4649,Low
45.47,4.58,6.0,1794.26,0.3794,Low
45.3,3.89,6.66,994.95,0.349,Low
73.24,9.35,11.32,17181.88,0.736,High
68.26,7.58,8.22,8808.92,0.6229,Medium
49.67,3.65,8.98,637.24,0.3619,Low
74.21,6.89,13.8,15033.71,0.7288,High
71.35,8.08,12.93,29485.46,0.7527,High
71.42,10.66,12.1,21277.15,0.7622,High
73.95,12.56,15.42,65200.81,0.8829,Very High
59.36,5.81,10.37,8624.24,0.5812,Medium
84.7,13.7,14.43,45499.77,0.924,Very High
87.78,10.47,16.25,67693.27,0.9236,Very High
73.84,8.01,14.81,31017.11,0.7867,High
61.44,1.33,6.54,2296.08,0.4086,Low
67.7,8.98,7.95,11028.73,0.6472,Medium
83.92,13.02,15.34,68777.69,0.9416,Very High
45.02,3.58,8.08,1594.03,0.3811,Low
84.12,12.16,15.7,66160.85,0.9337,Very High
67.94,6.81,11.65,8250.75,0.6468,Medium
65.92,6.09,10.29,7623.37,0.6093,Medium
62.38,6.22,10.86,10667.61,0.6163,Medium
52.84,1.27,6.41,376.65,0.2815,Low
54.93,2.63,5.46,3580.48,0.4112,Low
46.43,1.57,9.66,1469.33,0.3754,Low
62.39,4.6,4.79,408.65,0.3412,Low
67.47,10.79,13.47,16929.31,0.7462,High
61.17,6.75,9.54,6272.89,0.5789,Medium
64.42,4.74,8.92,4082.24,0.5376,Low
72.66,8.53,12.18,21026.31,0.7414,High
61.27,3.14,4.37,2666.18,0.4144,Low
60.27,5.88,9.3,10835.67,0.5841,Medium
73.76,9.58,12.72,11474.03,0.7359,High
69.59,8.42,13.22,30300.4,0.7528,High
57.71,0.82,4.43,1169.31,0.3188,Low
71.35,7.42,9.85,4466.75,0.6181,Medium
67.75,8.98,15.02,19017.92,0.7473,High
68.49,5.85,8.78,11220.85,0.6157,Medium
55.42,2.51,8.99,1762.59,0.4286,Low
48.21,2.03,9.34,689.93,0.346,Low
61.29,6.57,11.87,5144.55,0.592,Medium
79.94,11.59,15.95,40028.46,0.8846,Very High
54.06,3.84,5.1,1135.38,0.3729,Low
82.58,12.42,14.46,43512.74,0.8966,Very High
66.98,7.25,8.61,7760.66,0.6112,Medium
70.28,8.56,13.76,11176.92,0.7166,High
73.2,9.71,11.46,21523.75,0.7527,High
60.0,2.21,7.86,2964.62,0.4515,Low
68.04,8.43,13.43,11292.82,0.7015,High
73.78,7.92,12.54,12855.09,0.719,High
62.54,7.94,9.84,9609.98,0.6238,Medium
59.85,2.26,6.48,1108.05,0.3845,Low
75.06,13.98,18.2,65212.48,0.9286,Very High
80.45,12.77,17.96,45093.04,0.9259,Very High
79.36,10.4,15.25,35249.19,0.8542,Very High
60.43,4.81,8.81,7188.4,0.546,Low
73.86,12.9,13.77,34093.15,0.8402,Very High
75.2,8.78,13.51,21654.83,0.7724,High
68.31,10.43,14.77,33623.13,0.791,High
72.28,10.62,13.99,26749.93,0.7959,High
75.21,9.16,11.68,22888.99,0.76,High
59.71,5.98,11.92,6415.77,0.5884,Medium
68.52,4.52,11.38,7167.51,0.6081,Medium
75.21,7.85,12.19,24001.36,0.7502,High
53.86,3.74,4.69,1592.69,0.3816,Low
47.3,3.51,5.6,2601.08,0.3834,Low
76.8,9.8,16.87,72124.46,0.884,Very High
51.42,2.75,5.28,3322.15,0.3936,Low
63.95,5.37,8.2,5695.61,0.5517,Medium
70.04,9.99,11.2,29834.91,0.7529,High
70.44,11.2,14.3,18766.67,0.7791,High
70.28,10.68,14.34,31907.13,0.7981,High
67.71,10.9,14.61,11847.08,0.7413,High
48.38,3.44,5.93,738.69,0.3327,Low
77.49,10.91,15.67,32568.53,0.8517,Very High
75.79,10.54,11.91,25080.64,0.7876,High
72.97,10.93,11.49,11709.15,0.7373,High
72.16,9.54,12.14,11354.29,0.7217,High
80.61,14.66,17.5,47421.79,0.9458,Very High
58.58,4.83,5.17,2429.74,0.4433,Low
43.76,0.45,4.61,631.87,0.2442,Low
76.77,13.07,17.76,49491.8,0.9128,Very High
52.58,3.0,3.61,842.05,0.3186,Low
72.81,7.57,13.82,25848.3,0.757,High
55.8,3.79,7.54,3651.08,0.465,Low
61.12,2.97,7.73,2102.27,0.4504,Low
74.3,8.19,13.89,27413.49,0.7757,High
58.2,2.12,5.07,3179.86,0.4019,Low
82.69,10.08,15.56,68326.33,0.9006,Very High
81.36,11.56,15.36,57286.67,0.9025,Very High
80.61,15.0,13.44,34492.73,0.8958,Very High
75.48,14.4,17.12,50076.12,0.9148,Very High
80.31,10.87,17.14,53847.39,0.9042,Very High
77.08,15.0,16.59,70104.14,0.9417,Very High
69.58,4.66,9.65,7210.31,0.5932,Medium
83.28,10.76,16.05,77693.33,0.9218,Very High
76.48,10.89,15.13,50812.6,0.862,Very High
69.03,8.4,11.38,7392.45,0.6637,Medium
58.44,3.67,4.68,2045.78,0.4083,Low
65.09,6.77,8.19,9214.83,0.5989,Medium
72.31,10.39,10.83,15683.87,0.7353,High
65.35,5.29,9.22,5717.06,0.5692,Medium
77.9,13.95,17.7,55441.71,0.9334,Very High
66.6,6.4,12.34,6732.72,0.6328,Medium
73.6,9.98,13.36,25986.16,0.7869,High
65.05,5.63,7.45,11035.5,0.5791,Medium
59.61,4.52,10.9,6329.86,0.5574,Medium
81.4,10.98,14.05,38557.09,0.863,Very High
62.54,5.21,11.9,9435.57,0.6096,Medium
61.06,4.17,7.54,2469.26,0.4741,Low
73.88,9.15,12.0,13900.56,0.7333,High
74.51,13.1,16.65,64003.61,0.9028,Very High
58.33,4.6,9.09,4397.83,0.5152,Low
59.14,4.09,5.34,1325.68,0.406,Low
76.17,7.22,12.7,28228.83,0.759,High
59.7,5.78,9.04,10970.86,0.5772,Medium
85.16,14.42,14.96,40926.83,0.9338,Very High
44.21,3.92,4.7,1429.77,0.3394,Low
76.71,11.71,16.91,37268.56,0.8756,Very High
50.71,2.85,6.61,2489.91,0.3999,Low
53.96,3.82,7.27,3525.17,0.4524,Low
69.57,8.67,14.3,16982.08,0.7404,High
75.42,7.28,14.99,21564.09,0.7697,High
44.46,4.75,7.84,3154.32,0.4194,Low
66.4,6.34,11.91,4346.07,0.6042,Medium
77.4,10.11,13.08,26851.59,0.8054,Very High
63.63,7.27,8.8,5682.71,0.5842,Medium
84.04,13.67,16.09,34382.55,0.9223,Very High
66.64,7.14,11.93,8369.41,0.6488,Medium
77.81,14.19,15.47,46819.12,0.9068,Very High
48.39,2.39,5.37,1636.61,0.3482,Low
65.15,2.39,9.34,3380.23,0.5004,Low
49.48,3.51,4.7,445.18,0.2936,Low
69.01,9.56,11.47,9736.41,0.6927,Medium
55.08,1.32,5.68,2977.86,0.3821,Low
64.28,5.53,10.66,5895.66,0.5863,Medium
46.42,3.92,6.67,2488.92,0.3965,Low
51.61,4.25,5.49,1625.0,0.3921,Low
53.38,1.36,8.42,1381.19,0.3846,Low
76.59,6.84,11.58,14479.66,0.7112,High
56.93,4.53,5.85,2422.7,0.441,Low
47.85,3.21,6.66,2114.51,0.3863,Low
46.88,1.45,5.05,2716.35,0.3388,Low
72.75,8.72,11.25,15033.17,0.7183,High
73.07,10.64,13.36,22751.15,0.7861,High
85.3,9.92,17.6,70660.54,0.9331,Very High
61.92,5.42,9.4,8007.16,0.5734,Medium
59.36,1.66,5.33,2297.3,0.3877,Low
82.51,11.22,14.62,55838.4,0.8949,Very High
59.76,5.7,9.06,6275.55,0.5528,Medium
72.79,10.92,11.71,26664.42,0.7787,High
73.61,11.66,14.85,23648.25,0.8171,Very High
77.17,11.0,13.11,49570.18,0.8446,Very High
72.62,10.52,14.6,23608.53,0.7965,High
62.62,8.23,8.61,3106.68,0.5591,Medium
79.96,13.02,16.0,39601.53,0.9013,Very High
78.98,12.23,15.48,38871.27,0.8814,Very High
57.5,4.24,7.63,641.62,0.3854,Low
59.38,4.55,6.57,1651.86,0.441,Low
63.23,4.19,4.0,2015.43,0.423,Low
62.18,3.78,10.47,6066.72,0.5515,Medium
50.07,2.2,7.96,3342.94,0.4165,Low
70.05,7.08,10.8,9753.55,0.6585,Medium
50.59,4.01,8.21,1447.44,0.4096,Low
65.42,6.97,13.31,4404.33,0.622,Medium
49.08,2.69,5.52,502.39,0.2982,Low
63.14,6.27,10.55,11435.98,0.6202,Medium
80.88,15.0,14.08,38093.44,0.9083,Very High
79.21,10.63,16.96,50324.86,0.8907,Very High
72.39,9.31,11.4,25102.88,0.75,High
53.4,3.01,6.21,2795.78,0.4132,Low
62.25,6.68,10.04,7932.93,0.5994,Medium
85.31,10.32,18.45,52277.44,0.9275,Very High
68.97,5.96,8.07,9806.92,0.6042,Medium
47.36,4.85,5.44,561.45,0.3249,Low
56.71,6.21,10.69,7875.07,0.5726,Medium
76.12,11.94,14.26,37975.87,0.8504,Very High
83.78,14.17,14.7,65965.26,0.9463,Very High
72.94,8.8,12.24,14309.19,0.7286,High
75.0,13.34,16.7,45506.92,0.8924,Very High
82.04,12.95,14.08,46876.18,0.9003,Very High
73.44,9.45,13.14,20881.37,0.7669,High
75.39,10.76,15.78,38065.13,0.848,Very High
69.41,10.4,14.06,10089.17,0.731,High
77.59,12.28,16.11,41046.8,0.8837,Very High
72.46,9.71,14.97,15397.89,0.7686,High
62.08,2.45,5.75,1010.48,0.3793,Low
58.15,1.59,4.66,964.71,0.3323,Low
70.81,7.82,14.03,13410.13,0.7218,High
81.33,11.73,16.38,66512.07,0.922,Very High
82.85,12.97,15.86,32475.27,0.9033,Very High
73.16,8.81,11.83,24176.65,0.75,High
69.78,11.32,14.89,29913.57,0.8049,Very High
60.4,8.49,10.25,9019.36,0.6215,Medium
65.23,5.96,8.94,7364.93,0.5867,Medium
62.72,7.42,9.64,3023.63,0.5587,Medium
66.89,8.85,9.72,10437.25,0.6589,Medium
52.65,3.05,6.46,3081.03,0.4183,Low
57.97,5.22,6.78,2046.03,0.4587,Low
68.85,6.63,13.71,29691.14,0.7299,High
73.55,8.52,14.4,25241.85,0.778,High
53.22,5.31,6.41,2733.79,0.4494,Low
62.73,2.3,7.5,3702.51,0.4676,Low
75.29,13.07,15.93,34052.5,0.8697,Very High
70.74,10.59,14.05,18095.1,0.7694,High
53.54,0.88,8.14,1241.71,0.3688,Low
71.74,8.82,13.44,30187.56,0.7708,High
63.77,5.9,9.76,7409.15,0.5895,Medium
47.6,1.71,7.26,2648.92,0.3788,Low
74.73,7.48,15.64,23611.76,0.7803,High
80.88,12.11,14.04,34472.11,0.8689,Very High
66.76,4.87,9.01,9596.33,0.5892,Medium
66.6,5.15,9.91,4953.71,0.5737,Medium
62.46,4.65,6.52,1574.1,0.4505,Low
80.19,13.38,14.35,52802.97,0.9047,Very High
67.73,5.56,8.96,10459.62,0.6072,Medium
78.8,12.4,17.78,64913.91,0.9294,Very High
84.02,14.72,15.41,69409.06,0.9635,Very High
58.96,6.87,10.02,4446.54,0.5586,Medium
58.41,5.81,9.82,2846.18,0.5186,Low
76.52,11.82,17.09,63844.73,0.9033,Very High
67.33,5.27,9.18,5004.67,0.5702,Medium
50.35,4.15,4.97,1303.52,0.3685,Low
73.04,9.89,13.88,29612.83,0.7945,High
79.56,12.06,17.92,35743.9,0.9013,Very High
68.64,6.38,9.44,9590.62,0.6258,Medium
78.59,12.68,14.24,41708.66,0.876,Very High
62.07,4.94,8.15,9775.8,0.5595,Medium
61.34,5.58,11.12,5344.71,0.5741,Medium
74.28,6.95,11.64,17093.76,0.7114,High
60.48,6.65,11.4,6239.53,0.5937,Medium
80.03,13.66,16.13,74003.92,0.9408,Very High
74.62,8.65,13.69,13008.35,0.7447,High
69.54,5.01,10.41,11630.36,0.6298,Medium
68.46,5.48,10.59,4048.17,0.5835,Medium
71.81,7.45,11.71,29003.51,0.7316,High
75.42,9.56,11.15,28507.72,0.7705,High
71.75,8.81,13.59,28478.96,0.7698,High
73.34,10.03,13.63,15396.15,0.7634,High
71.25,8.15,13.59,30072.65,0.7612,High
73.4,11.03,17.9,50418.09,0.8742,Very High
67.24,7.67,10.09,5252.51,0.6155,Medium
59.27,1.64,5.45,645.55,0.3274,Low
49.97,1.37,8.88,2543.13,0.4038,Low
76.51,15.0,16.36,64988.97,0.9328,Very High
83.3,12.29,14.94,56367.29,0.9161,Very High
60.97,6.28,12.47,10082.54,0.6249,Medium
80.73,10.78,16.83,41630.3,0.8895,Very High
63.85,4.17,10.24,4577.98,0.5486,Low
55.48,2.68,6.83,1882.14,0.4072,Low
67.63,4.67,11.4,4618.0,0.5851,Medium
72.31,7.4,11.33,16385.25,0.7033,High
44.46,2.05,4.7,522.99,0.2654,Low
58.78,2.19,4.73,3263.68,0.4004,Low
80.55,13.22,15.29,78058.61,0.9307,Very High
48.82,4.32,6.19,455.04,0.3177,Low
71.21,9.44,13.22,14806.48,0.7402,High
54.04,2.0,7.15,1599.93,0.3875,Low
70.86,8.17,13.87,17804.8,0.7386,High
52.73,1.35,4.85,1626.04,0.3365,Low
56.19,2.62,5.36,2334.92,0.3971,Low
67.44,5.4,8.68,9737.86,0.5968,Medium
67.31,6.57,9.13,9105.61,0.6167,Medium
63.71,7.59,11.15,11037.53,0.6454,Medium
73.49,9.64,11.87,12962.28,0.733,High
72.46,8.2,11.09,26902.57,0.7347,High
82.04,12.86,17.48,42854.79,0.9279,Very High
56.63,1.86,5.11,604.28,0.315,Low
61.85,3.73,9.17,3685.01,0.5104,Low
73.9,7.49,13.76,23223.21,0.7555,High
50.34,3.47,9.02,1806.49,0.4212,Low
83.81,12.04,17.01,30742.92,0.9054,Very High
70.86,8.13,14.53,28710.44,0.7671,High
74.69,9.15,13.55,12259.97,0.7467,High
71.58,7.24,10.96,23943.91,0.7104,High
48.63,5.05,6.08,624.34,0.3451,Low
70.46,4.7,9.12,7209.47,0.5903,Medium
69.03,6.25,10.23,4679.94,0.5998,Medium
79.58,9.2,13.83,59139.96,0.8483,Very High
56.04,1.98,6.48,2095.06,0.3972,Low
72.9,8.94,14.98,30750.81,0.7952,High
69.32,9.08,11.31,28929.02,0.7372,High
80.18,12.6,15.34,56020.7,0.908,Very High
62.14,6.19,10.21,6139.41,0.5824,Medium
68.15,6.99,9.16,4325.2,0.5902,Medium
64.08,4.83,10.42,2567.76,0.5311,Low
60.93,8.64,11.88,6861.71,0.6288,Medium
64.19,5.73,9.14,9279.41,0.5914,Medium
81.38,11.29,14.67,47386.5,0.8831,Very High
45.17,2.79,7.96,1849.08,0.377,Low
69.08,4.88,9.35,10117.28,0.6059,Medium
67.19,9.55,13.7,32336.9,0.7622,High
68.3,8.62,12.16,23718.73,0.7266,High
82.03,10.44,17.06,61085.51,0.9127,Very High
65.2,4.01,11.29,9479.82,0.598,Medium
82.02,10.67,15.8,78495.49,0.9118,Very High
59.96,6.62,9.18,10427.68,0.5898,Medium
61.72,5.86,8.72,8005.67,0.5708,Medium
77.97,13.08,15.8,33365.94,0.8815,Very High
60.91,5.84,11.98,5096.44,0.5819,Medium
60.95,3.07,4.72,608.12,0.3423,Low
58.47,2.63,8.22,471.34,0.3525,Low
70.36,8.13,8.18,4587.59,0.6064,Medium
59.04,1.45,7.56,524.92,0.3387,Low
71.36,9.28,13.05,20859.58,0.7538,High
64.85,4.44,9.2,4135.37,0.539,Low
76.96,6.35,10.06,23845.16,0.7087,High
63.65,8.68,10.1,7037.3,0.6265,Medium
70.2,6.03,7.88,9637.93,0.6072,Medium
68.23,3.6,10.53,6874.95,0.5805,Medium
67.63,6.31,8.95,11291.05,0.6216,Medium
76.28,14.77,17.96,64023.72,0.9427,Very High
54.34,5.07,6.08,2808.58,0.4481,Low
62.92,5.51,9.71,6555.92,0.5741,Medium
76.0,13.47,17.68,44109.31,0.9066,Very High
81.37,13.13,18.06,57675.18,0.9474,Very High
76.64,11.73,15.97,44510.9,0.8751,Very High
67.95,6.34,8.53,7380.22,0.5991,Medium
70.67,8.85,12.38,25461.19,0.747,High
52.57,3.58,5.09,2726.35,0.4025,Low
67.43,6.89,10.98,7077.65,0.6309,Medium
56.74,0.35,6.44,1836.94,0.362,Low
61.87,5.7,11.82,8383.66,0.6068,Medium
74.31,6.48,12.9,36292.46,0.7532,High
84.1,14.76,15.26,59575.34,0.9553,Very High
70.82,7.96,10.74,14144.08,0.6908,Medium
60.96,5.31,8.28,2693.17,0.5034,Low
59.01,1.62,4.47,1101.32,0.3385,Low
70.25,4.56,11.71,8368.66,0.6272,Medium
70.56,9.33,12.17,28937.02,0.756,High
58.37,0.53,6.28,2453.94,0.38,Low
81.42,12.32,17.96,30539.14,0.9056,Very High
66.56,4.72,9.11,7181.62,0.5747,Medium
85.17,10.38,16.56,44163.86,0.9051,Very High
80.68,12.26,14.25,72086.35,0.9071,Very High
79.06,12.33,18.59,44452.76,0.9135,Very High
81.15,12.45,16.78,54851.1,0.9244,Very High
56.81,4.81,5.13,1204.03,0.401,Low
80.95,12.96,14.27,47918.05,0.8981,Very High
74.57,10.03,10.16,18282.83,0.7413,High
55.63,3.07,8.78,1534.27,0.4278,Low
66.09,5.02,9.98,11093.86,0.6076,Medium
81.44,11.95,14.92,54489.82,0.9009,Very High
68.5,6.95,14.04,20354.67,0.7195,High
